 Prayer Times Schedule 2003
Location: Taif, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
22 4:32 5:52 11:57 3:24 6:02 7:32 
23 4:32 5:52 11:57 3:24 6:01 7:31 
24 4:33 5:53 11:57 3:23 5:59 7:29 
25 4:33 5:53 11:56 3:22 5:58 7:28 
26 4:34 5:54 11:56 3:22 5:57 7:27 
27 4:34 5:54 11:56 3:21 5:56 7:26 
28 4:35 5:54 11:55 3:20 5:55 7:25 
29 4:35 5:55 11:55 3:20 5:54 7:24 
30 4:36 5:55 11:55 3:19 5:53 7:23 
October 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:36 5:56 11:54 3:18 5:52 7:22 
2 4:37 5:56 11:54 3:18 5:51 7:21 
3 4:37 5:57 11:54 3:17 5:50 7:20 
4 4:37 5:57 11:53 3:16 5:49 7:19 
5 4:38 5:57 11:53 3:16 5:48 7:18 
6 4:38 5:58 11:53 3:15 5:46 7:16 
7 4:39 5:58 11:53 3:14 5:45 7:15 
8 4:39 5:59 11:52 3:14 5:44 7:14 
9 4:40 5:59 11:52 3:13 5:43 7:13 
10 4:40 6:00 11:52 3:12 5:42 7:12 
11 4:41 6:00 11:51 3:12 5:41 7:11 
12 4:41 6:01 11:51 3:11 5:40 7:10 
13 4:42 6:01 11:51 3:11 5:39 7:09 
14 4:42 6:02 11:51 3:10 5:38 7:08 
15 4:42 6:02 11:50 3:09 5:37 7:07 
16 4:43 6:03 11:50 3:09 5:36 7:06 
17 4:43 6:03 11:50 3:08 5:35 7:05 
18 4:44 6:04 11:50 3:07 5:35 7:05 
19 4:44 6:04 11:50 3:07 5:34 7:04 
20 4:45 6:05 11:49 3:06 5:33 7:03 
21 4:45 6:05 11:49 3:05 5:32 7:02 
22 4:46 6:06 11:49 3:05 5:31 7:01 
23 4:46 6:07 11:49 3:04 5:30 7:00 
24 4:47 6:07 11:49 3:04 5:29 6:59 
25 4:47 6:08 11:49 3:03 5:28 6:58 
26 4:48 6:08 11:49 3:02 5:28 6:58 
27 4:48 6:09 11:49 3:02 5:27 7:27 
28 4:49 6:10 11:48 3:01 5:26 7:26 
29 4:49 6:10 11:48 3:01 5:25 7:25 
30 4:50 6:11 11:48 3:00 5:25 7:25 
31 4:50 6:11 11:48 3:00 5:24 7:24 
November  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:51 6:12 11:48 2:59 5:23 7:23 
2 4:51 6:13 11:48 2:59 5:22 7:22 
3 4:52 6:13 11:48 2:58 5:22 7:22 
4 4:52 6:14 11:48 2:58 5:21 7:21 
5 4:53 6:15 11:48 2:57 5:20 7:20 
6 4:54 6:15 11:48 2:57 5:20 7:20 
7 4:54 6:16 11:48 2:57 5:19 7:19 
8 4:55 6:17 11:48 2:56 5:19 7:19 
9 4:55 6:17 11:48 2:56 5:19 7:19 
10 4:56 6:18 11:48 2:55 5:18 7:18 
11 4:56 6:19 11:49 2:55 5:17 7:17 
12 4:57 6:19 11:49 2:55 5:17 7:17 
13 4:58 6:20 11:49 2:54 5:16 7:16 
14 4:58 6:21 11:49 2:54 5:16 7:16 
15 4:59 6:22 11:49 2:54 5:15 7:15 
16 4:59 6:22 11:49 2:54 5:15 7:15 
17 5:00 6:23 11:49 2:53 5:15 7:15 
18 5:01 6:24 11:50 2:53 5:14 7:14 
19 5:01 6:24 11:50 2:53 5:14 7:14 
20 5:01 6:24 11:50 2:53 5:14 7:14 
21 5:02 6:26 11:50 2:53 5:14 7:14 
22 5:03 6:27 11:51 2:53 5:13 7:13 
23 5:04 6:27 11:51 2:52 5:13 7:13 
24 5:04 6:28 11:51 2:52 5:13 7:13 
25 5:05 6:29 11:51 2:52 5:13 6:43 
26 5:05 6:30 11:52 2:52 5:13 6:43 
27 5:06 6:30 11:52 2:52 5:13 6:43 
28 5:07 6:31 11:52 2:52 5:12 6:42 
29 5:07 6:32 11:53 2:52 5:12 6:42 
30 5:08 6:33 11:53 2:52 5:12 6:42 
December 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:08 6:33 11:53 2:52 5:12 6:42 
2 5:09 6:34 11:54 2:52 5:12 6:42 
3 5:10 6:35 11:54 2:53 5:13 6:43 
4 5:11 6:35 11:55 2:53 5:13 6:43 
5 5:11 6:36 11:55 2:53 5:13 6:43 
6 5:12 6:37 11:55 2:53 5:13 6:43 
7 5:12 6:38 11:56 2:53 5:13 6:43 
8 5:13 6:38 11:56 2:53 5:13 6:43 
9 5:14 6:39 11:57 2:54 5:13 6:43 
10 5:14 6:40 11:57 2:54 5:14 6:44 
11 5:15 6:40 11:58 2:54 5:14 6:44 
12 5:15 6:40 11:58 2:54 5:14 6:44 
13 5:16 6:42 11:59 2:55 5:14 6:44 
14 5:17 6:42 11:59 2:55 5:15 6:45 
15 5:17 6:43 11:59 2:56 5:15 6:45 
16 5:18 6:43 12:00 2:56 5:15 6:45 
17 5:18 6:44 12:00 2:56 5:16 6:46 
18 5:19 6:45 12:01 2:57 5:16 6:46 
19 5:19 6:45 12:01 2:57 5:17 6:47 
20 5:20 6:46 12:02 2:58 5:17 6:47 
21 5:20 6:46 12:02 2:58 5:18 6:48 
22 5:21 6:47 12:03 2:59 5:18 6:48 
23 5:21 6:47 12:03 2:59 5:18 6:48 
24 5:22 6:48 12:04 3:00 5:19 6:49 
25 5:22 6:48 12:04 3:00 5:20 6:50 
26 5:23 6:49 12:05 3:01 5:20 6:50 
27 5:23 6:49 12:05 3:01 5:21 6:51 
28 5:23 6:49 12:06 3:02 5:21 6:51 
29 5:24 6:50 12:06 3:03 5:22 6:52 
30 5:24 6:50 12:07 3:03 5:23 6:53 
31 5:25 6:50 12:07 3:04 5:23 6:53 
Prayer Times Schedule 2003
Location: Najran, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:07 6:28 12:01 3:11 5:33 7:03 
2 5:07 6:28 12:02 3:11 5:34 7:04 
3 5:08 6:29 12:02 3:12 5:35 7:05 
4 5:08 6:29 12:03 3:13 5:35 7:05 
5 5:09 6:29 12:03 3:13 5:36 7:06 
6 5:09 6:30 12:04 3:14 5:36 7:06 
7 5:09 6:30 12:04 3:14 5:37 7:07 
8 5:10 6:30 12:04 3:15 5:38 7:08 
9 5:10 6:30 12:05 3:16 5:38 7:08 
10 5:10 6:31 12:05 3:16 5:39 7:09 
11 5:10 6:31 12:06 3:17 5:40 7:10 
12 5:11 6:31 12:06 3:17 5:40 7:10 
13 5:11 6:31 12:06 3:18 5:41 7:11 
14 5:11 6:31 12:07 3:18 5:42 7:12 
15 5:11 6:31 12:07 3:19 5:42 7:12 
16 5:11 6:31 12:07 3:19 5:43 7:13 
17 5:11 6:31 12:08 3:20 5:43 7:13 
18 5:12 6:31 12:08 3:21 5:44 7:14 
19 5:12 6:31 12:08 3:21 5:45 7:15 
20 5:12 6:31 12:09 3:22 5:45 7:15 
21 5:12 6:31 12:09 3:22 5:46 7:16 
22 5:12 6:31 12:09 3:23 5:46 7:16 
23 5:12 6:31 12:10 3:23 5:47 7:17 
24 5:12 6:31 12:10 3:24 5:48 7:18 
25 5:12 6:31 12:10 3:24 5:48 7:18 
26 5:12 6:31 12:10 3:25 5:49 7:19 
27 5:12 6:31 12:11 3:25 5:49 7:19 
28 5:12 6:31 12:11 3:25 5:50 7:20 
29 5:12 6:30 12:11 3:26 5:50 7:20 
30 5:12 6:30 12:11 3:26 5:51 7:21 
31 5:12 6:30 12:11 3:27 5:52 7:22 
February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:11 6:30 12:11 3:27 5:52 7:22 
2 5:11 6:30 12:12 3:28 5:53 7:23 
3 5:11 6:29 12:12 3:28 5:53 7:23 
4 5:11 6:29 12:12 3:28 5:54 7:24 
5 5:11 6:29 12:12 3:29 5:54 7:24 
6 5:10 6:28 12:12 3:29 5:55 7:25 
7 5:10 6:28 12:12 3:29 5:55 7:25 
8 5:10 6:28 12:12 3:29 5:56 7:26 
9 5:10 6:27 12:12 3:30 5:56 7:26 
10 5:09 6:27 12:12 3:30 5:57 7:27 
11 5:09 6:26 12:12 3:30 5:57 7:27 
12 5:09 6:26 12:12 3:31 5:58 7:28 
13 5:08 6:25 12:12 3:31 5:58 7:28 
14 5:08 6:25 12:12 3:31 5:58 7:28 
15 5:07 6:24 12:12 3:31 5:59 7:29 
16 5:07 6:24 12:12 3:31 5:59 7:29 
17 5:07 6:24 12:12 3:31 5:59 7:29 
18 5:06 6:23 12:12 3:32 6:00 7:30 
19 5:06 6:22 12:12 3:32 6:00 7:30 
20 5:05 6:22 12:12 3:32 6:01 7:31 
21 5:05 6:21 12:12 3:32 6:01 7:31 
22 5:04 6:21 12:11 3:32 6:02 7:32 
23 5:03 6:20 12:11 3:32 6:02 7:32 
24 5:03 6:19 12:11 3:32 6:02 7:32 
25 5:02 6:19 12:11 3:32 6:03 7:33 
26 5:02 6:18 12:11 3:32 6:03 7:33 
27 5:01 6:17 12:11 3:32 6:03 7:33 
28 5:01 6:17 12:11 3:32 6:03 7:33 
March  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:00 6:16 12:10 3:32 6:04 7:34 
2 4:59 6:15 12:10 3:32 6:04 7:34 
3 4:59 6:15 12:10 3:32 6:04 7:34 
4 4:58 6:14 12:10 3:32 6:05 7:35 
5 4:57 6:13 12:09 3:32 6:05 7:35 
6 4:56 6:12 12:09 3:31 6:05 7:35 
7 4:56 6:12 12:09 3:31 6:06 7:36 
8 4:55 6:11 12:09 3:31 6:06 7:36 
9 4:54 6:10 12:09 3:31 6:06 7:36 
10 4:54 6:09 12:08 3:31 6:06 7:36 
11 4:53 6:09 12:08 3:31 6:07 7:37 
12 4:52 6:08 12:08 3:30 6:07 7:37 
13 4:51 6:07 12:07 3:30 6:07 7:37 
14 4:50 6:06 12:07 3:30 6:07 7:37 
15 4:50 6:06 12:07 3:30 6:08 7:38 
16 4:49 6:05 12:07 3:29 6:08 7:38 
17 4:48 6:04 12:06 3:29 6:08 7:38 
18 4:47 6:03 12:06 3:29 6:08 7:38 
19 4:46 6:02 12:06 3:29 6:08 7:38 
20 4:45 6:02 12:05 3:28 6:09 7:39 
21 4:45 6:01 12:05 3:28 6:09 7:39 
22 4:44 6:00 12:05 3:28 6:09 7:39 
23 4:43 5:59 12:05 3:27 6:09 7:39 
24 4:42 5:58 12:04 3:27 6:10 7:40 
25 4:41 5:57 12:04 3:27 6:10 7:40 
26 4:40 5:57 12:04 3:26 6:10 7:40 
27 4:39 5:56 12:03 3:26 6:10 7:40 
28 4:39 5:55 12:03 3:25 6:10 7:40 
29 4:38 5:54 12:03 3:25 6:11 7:41 
30 4:37 5:53 12:02 3:25 6:11 7:41 
31 4:36 5:53 12:02 3:24 6:11 7:41 
April  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:35 5:52 12:02 3:24 6:11 7:41 
2 4:34 5:51 12:02 3:23 6:11 7:41 
3 4:33 5:50 12:01 3:23 6:12 7:42 
4 4:32 5:49 12:01 3:22 6:12 7:42 
5 4:32 5:49 12:01 3:22 6:12 7:42 
6 4:31 5:48 12:00 3:21 6:12 7:42 
7 4:30 5:47 12:00 3:21 6:13 7:43 
8 4:29 5:46 12:00 3:20 6:13 7:43 
9 4:28 5:45 12:00 3:20 6:13 7:43 
10 4:27 5:45 11:59 3:20 6:13 7:43 
11 4:26 5:44 11:59 3:19 6:13 7:43 
12 4:25 5:43 11:59 3:19 6:14 7:44 
13 4:24 5:42 11:59 3:18 6:14 7:44 
14 4:24 5:42 11:58 3:17 6:14 7:44 
15 4:23 5:41 11:58 3:17 6:14 7:44 
16 4:22 5:40 11:58 3:16 6:15 7:45 
17 4:22 5:40 11:58 3:16 6:15 7:45 
18 4:20 5:39 11:57 3:15 6:15 7:45 
19 4:19 5:38 11:57 3:15 6:15 7:45 
20 4:18 5:37 11:57 3:14 6:16 7:46 
21 4:18 5:37 11:57 3:14 6:16 7:46 
22 4:17 5:36 11:56 3:13 6:16 7:46 
23 4:16 5:35 11:56 3:13 6:16 7:46 
24 4:15 5:35 11:56 3:12 6:17 7:47 
25 4:14 5:34 11:56 3:12 6:17 7:47 
26 4:14 5:33 11:56 3:11 6:17 7:47 
27 4:13 5:33 11:56 3:11 6:18 7:48 
28 4:13 5:33 11:56 3:11 6:18 7:48 
29 4:11 5:32 11:55 3:10 6:18 7:48 
30 4:11 5:31 11:55 3:09 6:18 7:48 
May  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:10 5:31 11:55 3:09 6:19 7:49 
2 4:09 5:30 11:55 3:08 6:19 7:49 
3 4:08 5:29 11:55 3:08 6:19 7:49 
4 4:08 5:29 11:55 3:07 6:20 7:50 
5 4:07 5:28 11:55 3:07 6:20 7:50 
6 4:06 5:28 11:54 3:06 6:20 7:50 
7 4:06 5:27 11:54 3:06 6:21 7:51 
8 4:05 5:27 11:54 3:05 6:21 7:51 
9 4:05 5:27 11:54 3:05 6:21 7:51 
10 4:04 5:26 11:54 3:05 6:22 7:52 
11 4:03 5:26 11:54 3:04 6:22 7:52 
12 4:03 5:25 11:54 3:05 6:22 7:52 
13 4:02 5:25 11:54 3:05 6:23 7:53 
14 4:02 5:25 11:54 3:06 6:23 7:53 
15 4:01 5:24 11:54 3:06 6:23 7:53 
16 4:01 5:24 11:54 3:07 6:24 7:54 
17 4:00 5:23 11:54 3:08 6:24 7:54 
18 4:00 5:23 11:54 3:08 6:25 7:55 
19 3:59 5:23 11:54 3:09 6:25 7:55 
20 3:59 5:23 11:54 3:09 6:25 7:55 
21 3:58 5:22 11:54 3:10 6:26 7:56 
22 3:58 5:22 11:54 3:11 6:26 7:56 
23 3:58 5:22 11:55 3:11 6:26 7:56 
24 3:57 5:22 11:55 3:12 6:27 7:57 
25 3:57 5:21 11:55 3:12 6:27 7:57 
26 3:57 5:21 11:55 3:13 6:27 7:57 
27 3:56 5:21 11:55 3:13 6:28 7:58 
28 3:56 5:21 11:55 3:14 6:28 7:58 
29 3:56 5:21 11:55 3:14 6:29 7:59 
30 3:56 5:21 11:55 3:15 6:29 7:59 
31 3:56 5:21 11:55 3:15 6:29 7:59 
June  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:55 5:21 11:56 3:16 6:30 8:00 
2 3:55 5:21 11:56 3:16 6:30 8:00 
3 3:55 5:20 11:56 3:17 6:30 8:00 
4 3:55 5:20 11:56 3:17 6:31 8:01 
5 3:55 5:20 11:56 3:17 6:31 8:01 
6 3:55 5:20 11:56 3:18 6:31 8:01 
7 3:55 5:20 11:57 3:18 6:32 8:02 
8 3:55 5:21 11:57 3:19 6:32 8:02 
9 3:54 5:21 11:57 3:19 6:32 8:02 
10 3:54 5:21 11:57 3:19 6:33 8:03 
11 3:55 5:21 11:57 3:20 6:33 8:03 
12 3:55 5:21 11:58 3:20 6:33 8:03 
13 3:55 5:21 11:58 3:21 6:34 8:04 
14 3:55 5:21 11:58 3:21 6:34 8:04 
15 3:55 5:21 11:58 3:21 6:34 8:04 
16 3:55 5:21 11:58 3:21 6:35 8:05 
17 3:55 5:21 11:59 3:22 6:35 8:05 
18 3:55 5:22 11:59 3:22 6:35 8:05 
19 3:55 5:22 11:59 3:22 6:35 8:05 
20 3:56 5:22 11:59 3:23 6:36 8:06 
21 3:56 5:22 11:59 3:23 6:36 8:06 
22 3:56 5:22 12:00 3:23 6:36 8:06 
23 3:56 5:23 12:00 3:23 6:36 8:06 
24 3:57 5:23 12:00 3:23 6:36 8:06 
25 3:57 5:23 12:00 3:23 6:37 8:07 
26 3:57 5:23 12:01 3:24 6:37 8:07 
27 3:57 5:24 12:01 3:24 6:37 8:07 
28 3:58 5:24 12:01 3:24 6:37 8:07 
29 3:58 5:24 12:01 3:24 6:37 8:07 
30 3:58 5:24 12:01 3:24 6:37 8:07 
July 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:59 5:25 12:02 3:24 6:37 8:07 
2 3:59 5:25 12:02 3:24 6:37 8:07 
3 4:00 5:25 12:02 3:24 6:38 8:08 
4 4:00 5:26 12:02 3:24 6:38 8:08 
5 4:00 5:26 12:02 3:24 6:38 8:08 
6 4:01 5:26 12:03 3:24 6:38 8:08 
7 4:01 5:27 12:03 3:24 6:38 8:08 
8 4:02 5:27 12:03 3:24 6:38 8:08 
9 4:02 5:27 12:03 3:24 6:38 8:08 
10 4:03 5:28 12:03 3:24 6:38 8:08 
11 4:03 5:28 12:03 3:23 6:37 8:07 
12 4:03 5:28 12:03 3:23 6:37 8:07 
13 4:04 5:29 12:04 3:23 6:37 8:07 
14 4:04 5:29 12:04 3:23 6:37 8:07 
15 4:05 5:29 12:04 3:22 6:37 8:07 
16 4:05 5:30 12:04 3:22 6:37 8:07 
17 4:06 5:30 12:04 3:22 6:37 8:07 
18 4:06 5:30 12:04 3:21 6:37 8:07 
19 4:07 5:31 12:04 3:21 6:36 8:06 
20 4:07 5:31 12:04 3:21 6:36 8:06 
21 4:08 5:31 12:04 3:20 6:36 8:06 
22 4:08 5:32 12:04 3:20 6:36 8:06 
23 4:09 5:32 12:04 3:19 6:35 8:05 
24 4:09 5:32 12:04 3:19 6:35 8:05 
25 4:10 5:33 12:04 3:18 6:35 8:05 
26 4:10 5:33 12:04 3:18 6:34 8:04 
27 4:11 5:33 12:04 3:17 6:34 8:04 
28 4:11 5:34 12:04 3:17 6:34 8:04 
29 4:11 5:34 12:04 3:17 6:34 8:04 
30 4:12 5:34 12:04 3:15 6:33 8:03 
31 4:13 5:35 12:04 3:15 6:33 8:03 
August  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:13 5:35 12:04 3:14 6:32 8:02 
2 4:14 5:35 12:04 3:14 6:32 8:02 
3 4:14 5:36 12:04 3:15 6:31 8:01 
4 4:15 5:36 12:04 3:15 6:31 8:01 
5 4:15 5:36 12:04 3:15 6:30 8:00 
6 4:16 5:37 12:04 3:16 6:30 8:00 
7 4:16 5:37 12:04 3:16 6:29 7:59 
8 4:17 5:37 12:04 3:16 6:29 7:59 
9 4:17 5:37 12:04 3:16 6:29 7:59 
10 4:18 5:38 12:03 3:17 6:28 7:58 
11 4:18 5:38 12:03 3:17 6:27 7:57 
12 4:18 5:38 12:03 3:17 6:26 7:56 
13 4:19 5:38 12:03 3:17 6:26 7:56 
14 4:19 5:39 12:03 3:17 6:25 7:55 
15 4:20 5:39 12:02 3:18 6:25 7:55 
16 4:20 5:39 12:02 3:18 6:24 7:54 
17 4:20 5:39 12:02 3:18 6:23 7:53 
18 4:21 5:40 12:02 3:18 6:23 7:53 
19 4:21 5:40 12:02 3:18 6:22 7:52 
20 4:21 5:40 12:02 3:18 6:22 7:52 
21 4:22 5:40 12:01 3:18 6:21 7:51 
22 4:22 5:41 12:01 3:18 6:20 7:50 
23 4:23 5:41 12:01 3:18 6:19 7:49 
24 4:23 5:41 12:00 3:18 6:18 7:48 
25 4:23 5:41 12:00 3:18 6:18 7:48 
26 4:24 5:41 12:00 3:18 6:17 7:47 
27 4:24 5:42 11:59 3:18 6:16 7:46 
28 4:24 5:42 11:59 3:18 6:15 7:45 
29 4:25 5:42 11:59 3:18 6:15 7:45 
30 4:25 5:42 11:59 3:18 6:14 7:44 
31 4:25 5:42 11:59 3:18 6:14 7:44 
September  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:26 5:42 11:58 3:18 6:12 7:42 
2 4:26 5:43 11:58 3:18 6:11 7:41 
3 4:26 5:43 11:57 3:18 6:11 7:41 
4 4:26 5:43 11:57 3:18 6:10 7:40 
5 4:27 5:43 11:57 3:18 6:09 7:39 
6 4:27 5:43 11:56 3:17 6:08 7:38 
7 4:27 5:43 11:56 3:17 6:07 7:37 
8 4:27 5:44 11:56 3:17 6:07 7:37 
9 4:28 5:44 11:55 3:17 6:06 7:36 
10 4:28 5:44 11:55 3:17 6:05 7:35 
11 4:28 5:44 11:55 3:17 6:05 7:35 
12 4:28 5:44 11:54 3:16 6:03 7:33 
13 4:29 5:44 11:54 3:16 6:02 7:32 
14 4:29 5:44 11:54 3:16 6:01 7:31 
15 4:29 5:45 11:53 3:16 6:01 7:31 
16 4:29 5:45 11:53 3:15 6:00 7:30 
17 4:29 5:45 11:53 3:15 5:59 7:29 
18 4:30 5:45 11:52 3:15 5:58 7:28 
19 4:30 5:45 11:52 3:14 5:57 7:27 
20 4:30 5:45 11:51 3:14 5:56 7:26 
21 4:30 5:46 11:51 3:14 5:55 7:25 
22 4:30 5:46 11:51 3:13 5:55 7:25 
23 4:31 5:46 11:50 3:13 5:54 7:24 
24 4:31 5:46 11:50 3:13 5:53 7:23 
25 4:31 5:46 11:50 3:12 5:52 7:22 
26 4:31 5:46 11:49 3:12 5:51 7:21 
27 4:31 5:46 11:49 3:12 5:50 7:20 
28 4:31 5:47 11:49 3:11 5:49 7:19 
29 4:32 5:47 11:48 3:11 5:49 7:19 
30 4:32 5:47 11:48 3:11 5:48 7:18 
October 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:32 5:47 11:48 3:10 5:47 7:17 
2 4:32 5:47 11:47 3:10 5:46 7:16 
3 4:32 5:48 11:47 3:10 5:45 7:15 
4 4:33 5:48 11:47 3:09 5:45 7:15 
5 4:33 5:48 11:46 3:09 5:44 7:14 
6 4:33 5:48 11:46 3:08 5:43 7:13 
7 4:33 5:48 11:46 3:08 5:42 7:12 
8 4:33 5:49 11:46 3:08 5:41 7:11 
9 4:33 5:49 11:45 3:07 5:41 7:11 
10 4:34 5:49 11:45 3:07 5:40 7:10 
11 4:34 5:49 11:45 3:06 5:39 7:09 
12 4:34 5:49 11:44 3:06 5:38 7:08 
13 4:34 5:50 11:44 3:06 5:38 7:08 
14 4:34 5:50 11:44 3:05 5:37 7:07 
15 4:35 5:50 11:44 3:05 5:36 7:06 
16 4:35 5:50 11:44 3:05 5:35 7:05 
17 4:35 5:51 11:43 3:04 5:35 7:05 
18 4:35 5:51 11:43 3:04 5:34 7:04 
19 4:35 5:51 11:43 3:03 5:33 7:03 
20 4:36 5:52 11:43 3:03 5:33 7:03 
21 4:36 5:52 11:43 3:03 5:32 7:02 
22 4:36 5:52 11:42 3:02 5:31 7:01 
23 4:36 5:53 11:42 3:02 5:31 7:01 
24 4:37 5:53 11:42 3:02 5:30 7:00 
25 4:37 5:53 11:42 3:01 5:30 7:00 
26 4:37 5:54 11:42 3:01 5:29 6:59 
27 4:37 5:54 11:42 3:01 5:28 7:28 
28 4:38 5:54 11:42 3:00 5:28 7:28 
29 4:38 5:55 11:42 3:00 5:27 7:27 
30 4:38 5:55 11:42 3:00 5:27 7:27 
31 4:39 5:55 11:41 3:00 5:26 7:26 
November  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:39 5:56 11:41 2:59 5:26 7:26 
2 4:39 5:56 11:41 2:59 5:25 7:25 
3 4:40 5:57 11:41 2:59 5:25 7:25 
4 4:40 5:57 11:41 2:58 5:25 7:25 
5 4:40 5:58 11:41 2:58 5:24 7:24 
6 4:41 5:58 11:41 2:58 5:24 7:24 
7 4:41 5:58 11:42 2:58 5:23 7:23 
8 4:41 5:59 11:42 2:58 5:23 7:23 
9 4:41 5:59 11:42 2:58 5:23 7:23 
10 4:42 6:00 11:42 2:57 5:22 7:22 
11 4:42 6:00 11:42 2:57 5:22 7:22 
12 4:43 6:01 11:42 2:57 5:22 7:22 
13 4:43 6:01 11:42 2:57 5:22 7:22 
14 4:44 6:02 11:42 2:57 5:21 7:21 
15 4:44 6:02 11:42 2:57 5:21 7:21 
16 4:44 6:03 11:43 2:57 5:21 7:21 
17 4:45 6:03 11:43 2:57 5:21 7:21 
18 4:45 6:04 11:43 2:57 5:21 7:21 
19 4:46 6:05 11:43 2:57 5:21 7:21 
20 4:46 6:05 11:43 2:57 5:21 7:21 
21 4:47 6:06 11:44 2:57 5:20 7:20 
22 4:47 6:06 11:44 2:57 5:20 7:20 
23 4:48 6:07 11:44 2:57 5:20 7:20 
24 4:48 6:07 11:44 2:57 5:20 7:20 
25 4:48 6:08 11:45 2:57 5:20 6:50 
26 4:49 6:09 11:45 2:57 5:20 6:50 
27 4:49 6:09 11:45 2:57 5:20 6:50 
28 4:50 6:10 11:46 2:57 5:20 6:50 
29 4:50 6:10 11:46 2:57 5:20 6:50 
30 4:51 6:11 11:46 2:57 5:21 6:51 
December 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:51 6:11 11:46 2:57 5:21 6:51 
2 4:52 6:12 11:47 2:58 5:21 6:51 
3 4:53 6:13 11:47 2:58 5:21 6:51 
4 4:53 6:13 11:48 2:58 5:21 6:51 
5 4:54 6:14 11:48 2:59 5:21 6:51 
6 4:54 6:15 11:49 2:59 5:22 6:52 
7 4:55 6:15 11:49 2:59 5:22 6:52 
8 4:55 6:16 11:50 2:59 5:22 6:52 
9 4:56 6:16 11:50 3:00 5:22 6:52 
10 4:56 6:17 11:50 3:00 5:23 6:53 
11 4:57 6:18 11:51 3:00 5:23 6:53 
12 4:57 6:18 11:51 3:00 5:23 6:53 
13 4:58 6:19 11:52 3:01 5:24 6:54 
14 4:58 6:19 11:52 3:02 5:24 6:54 
15 4:59 6:20 11:53 3:02 5:25 6:55 
16 4:59 6:20 11:53 3:02 5:25 6:55 
17 5:00 6:21 11:54 3:03 5:25 6:55 
18 5:00 6:22 11:54 3:03 5:26 6:56 
19 5:01 6:22 11:55 3:04 5:26 6:56 
20 5:01 6:23 11:55 3:04 5:27 6:57 
21 5:02 6:23 11:56 3:05 5:27 6:57 
22 5:02 6:24 11:56 3:05 5:28 6:58 
23 5:02 6:24 11:56 3:05 5:28 6:58 
24 5:03 6:25 11:57 3:06 5:29 6:59 
25 5:04 6:25 11:58 3:07 5:29 6:59 
26 5:04 6:26 11:58 3:07 5:30 7:00 
27 5:05 6:26 11:59 3:08 5:30 7:00 
28 5:05 6:26 11:59 3:08 5:31 7:01 
29 5:06 6:27 12:00 3:09 5:32 7:02 
30 5:06 6:27 12:00 3:10 5:32 7:02 
31 5:07 6:28 12:01 3:10 5:33 7:03 
Prayer Times Schedule 2003
Location: Ra\\\'s Tannurah, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:01 6:27 11:43 2:39 4:58 6:28 
2 5:01 6:28 11:44 2:40 4:59 6:29 
3 5:02 6:28 11:44 2:40 5:00 6:30 
4 5:02 6:28 11:45 2:41 5:00 6:30 
5 5:02 6:28 11:45 2:42 5:01 6:31 
6 5:02 6:28 11:46 2:42 5:02 6:32 
7 5:03 6:29 11:46 2:43 5:02 6:32 
8 5:03 6:29 11:46 2:44 5:03 6:33 
9 5:03 6:29 11:47 2:44 5:04 6:34 
10 5:03 6:29 11:47 2:45 5:05 6:35 
11 5:03 6:29 11:48 2:46 5:05 6:35 
12 5:03 6:29 11:48 2:46 5:06 6:36 
13 5:04 6:29 11:48 2:47 5:07 6:37 
14 5:04 6:29 11:49 2:48 5:08 6:38 
15 5:04 6:29 11:49 2:49 5:09 6:39 
16 5:04 6:29 11:49 2:49 5:09 6:39 
17 5:04 6:29 11:50 2:50 5:10 6:40 
18 5:04 6:29 11:50 2:51 5:11 6:41 
19 5:04 6:28 11:50 2:51 5:12 6:42 
20 5:04 6:28 11:51 2:52 5:12 6:42 
21 5:03 6:28 11:51 2:53 5:13 6:43 
22 5:03 6:28 11:51 2:53 5:14 6:44 
23 5:03 6:28 11:52 2:54 5:15 6:45 
